LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,UTIL_1,UTIL_2,UTIL_3,UTIL_4,UTIL_5,UTIL_6,UTIL_AVG,PAY_RATIO_1,PAY_RATIO_2,PAY_RATIO_3,PAY_RATIO_4,PAY_RATIO_5,PAYRATIO_AVG,MAX_DELAY,SUM_DELAYS,NUM_MONTHS_LATE,WORSENING,BILL_TREND,HEADROOM,BILL_STD,PAYAMT_STD,default
250000,1,1,2,33,-2,-2,-2,-2,-2,-2,5017,22469,-29,-29,-29,-29,22581,0,0,0,0,5821,0.020068,0.089876,-0.000116,-0.000116,-0.000116,-0.000116,0.018246666666666665,1.0049846455115938,,,,,1.0049846455115938,-2,0,0,0,5046,244983,9001.96420047684,9048.093736620252,0.0
380000,1,1,1,32,0,0,0,0,0,0,53369,73954,35199,31136,28839,14584,30307,5044,5036,5081,2022,2026,0.14044473684210526,0.19461578947368421,0.09262894736842105,0.08193684210526316,0.0758921052631579,0.038378947368421054,0.10398289473684212,0.4098088000649052,0.14329952555470327,0.1617420349434738,0.17618502722008392,0.13864509051014812,0.2059360956586629,0,0,0,0,38785,326631,20987.3545617355,10905.853101278537,0.0
420000,2,1,1,32,0,0,0,0,0,0,45465,46232,31233,22768,22588,22172,1706,1401,804,852,0,8100,0.10825,0.11007619047619048,0.07436428571428572,0.05420952380952381,0.05378095238095238,0.05279047619047619,0.07557857142857143,0.03690084789756013,0.044856401882624145,0.03531271960646522,0.037719142907738624,0.0,0.030957822458877626,0,0,0,0,23293,374535,11440.744696041425,2975.8840311185963,0.0
360000,2,1,1,39,1,-2,-2,-1,0,-1,-390,-390,-390,10872,10540,2203,0,0,11652,358,2203,390,-0.0010833333333333333,-0.0010833333333333333,-0.0010833333333333333,0.0302,0.029277777777777778,0.006119444444444445,0.010391203703703703,,,1.0717439293598234,0.03396584440227704,1.0,0.7019032579207002,1,1,1,2,-2593,360390,5488.870354332179,4590.45332910233,0.0
250000,2,2,2,35,0,0,0,0,0,0,277822,255167,233029,279256,46144,85984,6150,6235,80000,923,70069,12500,1.111288,1.020668,0.932116,1.117024,0.184576,0.343936,0.7849346666666666,0.024101862701681645,0.026756326465804687,0.28647549202165756,0.020002600554785022,0.8149074246371418,0.23444874127621412,0,0,0,0,191838,-27822,103012.90728965311,35743.56229262365,0.0
320000,2,2,1,42,-1,-1,-1,-1,-1,-1,2862,18729,23405,16662,38459,2836,18729,23421,16683,38459,2836,1286,0.00894375,0.058528125,0.073140625,0.05206875,0.120184375,0.0088625,0.05362135416666666,1.0,1.0006836146122624,1.0012603528988118,1.0,1.0,1.0003887935022149,-1,0,0,0,26,317138,13453.378481506668,13800.71962857976,0.0
80000,2,1,2,22,0,0,0,0,0,0,48305,48823,41495,36733,27692,27872,1739,1701,1439,980,1005,1216,0.6038125,0.6102875,0.5186875,0.4591625,0.34615,0.3484,0.4810833333333333,0.03561845851340557,0.04099289070972406,0.039174584161380775,0.03538928210313448,0.036057692307692304,0.03744658155906744,0,0,0,0,20433,31695,9429.32499528289,333.54380022219965,0.0
500000,2,3,2,26,0,0,0,0,0,0,16162,18581,19321,21986,22440,25070,3000,1335,3000,811,3000,3500,0.032324,0.037162,0.038642,0.043972,0.04488,0.05014,0.04118666666666667,0.1614552499865454,0.0690958024946949,0.13645046847994177,0.036140819964349376,0.11966493817311527,0.10456145581972935,0,0,0,0,-8908,483838,3184.188290077499,1089.867881901288,0.0
50000,1,1,2,24,-1,0,0,0,0,0,47796,49045,45506,41471,18298,19001,2100,1900,2000,1000,1000,1000,0.95592,0.9809,0.91012,0.82942,0.36596,0.38002,0.7370566666666667,0.04281782036904883,0.041752735902957853,0.048226471510211956,0.05465078150617554,0.052628809010052104,0.04801532365968925,0,0,0,-1,28795,2204,14335.803952575057,551.3619500836089,0.0
200000,2,2,1,51,1,2,2,0,0,2,93215,95336,93114,94239,99428,101843,4300,0,3365,6700,4000,3500,0.466075,0.47668,0.46557,0.471195,0.49714,0.509215,0.48097916666666674,0.04510363346479819,0.0,0.03570708517704984,0.0673854447439353,0.03927614072641222,0.03749446082243911,2,7,4,-1,-8628,106785,3613.5568857659714,2157.476342087363,0.0
20000,1,2,2,30,0,0,0,0,0,0,16320,28674,15491,16299,16428,0,1238,1392,1200,329,0,0,0.816,1.4337,0.77455,0.81495,0.8214,0.0,0.7767666666666666,0.04317500174373998,0.08985862759021367,0.07362414872078042,0.020026783540297053,,0.05667114039875778,0,0,0,0,16320,3680,9121.06190455183,653.5547158935253,0.0
360000,1,1,2,29,-1,-1,-1,-2,-1,0,2273,1170,0,0,7972,8275,1175,0,0,7972,435,2947,0.006313888888888889,0.00325,0.0,0.0,0.022144444444444446,0.02298611111111111,0.009115740740740742,1.0042735042735043,,,1.0,0.05256797583081571,0.6856138267014399,0,0,0,-1,-6002,357727,3845.7202533032314,3086.901450753922,0.0
400000,1,1,1,44,0,0,0,0,0,0,95719,96369,92336,91816,57477,66203,4652,3565,2731,10031,16027,25000,0.2392975,0.2409225,0.23084,0.22954,0.1436925,0.1655075,0.2083,0.04827278481669416,0.03860899324207243,0.029744271150997648,0.17452198270612593,0.24208872709695936,0.1066473518025699,0,0,0,0,29516,304281,16960.74415820249,8757.895949751097,0.0
180000,2,3,1,43,-1,-1,-1,-1,-1,0,3122,-26214,98834,34677,55634,44325,16,130000,40057,56000,10000,66000,0.017344444444444444,-0.14563333333333334,0.5490777777777778,0.19265,0.3090777777777778,0.24625,0.19479444444444446,,1.3153368274075723,1.1551460622314502,1.0065787108602653,0.22560631697687536,0.9256669793690407,0,0,0,-1,-41203,176878,43245.66644647762,46665.9346493778,0.0
20000,1,1,2,34,0,0,0,0,0,0,15415,16423,17594,18552,18522,18900,1271,1442,1400,370,378,0,0.77075,0.82115,0.8797,0.9276,0.9261,0.945,0.8783833333333334,0.07739146319186507,0.08195975900875298,0.07546356188012074,0.019976244466040384,0.02,0.054958205709355834,0,0,0,0,-3485,4585,1385.6193801569991,631.8811333365372,0.0
360000,1,1,1,56,-1,-1,-2,-1,-1,-1,1094,0,0,1149,2386,5103,0,0,1149,2386,5103,0,0.0030388888888888887,0.0,0.0,0.003191666666666667,0.006627777777777778,0.014175,0.004505555555555555,,,1.0,1.0,1.0,1.0,-1,0,0,0,-4009,358906,1921.7355697389794,2030.6632085766134,0.0
160000,2,3,2,33,-1,2,2,2,2,-2,18195,755,44255,43228,-772,-772,0,43500,0,0,0,3000,0.11371875,0.00471875,0.27659375,0.270175,-0.004825,-0.004825,0.109259375,0.0,0.9829397808157271,0.0,,,0.32764659360524234,2,8,4,1,18967,141805,21570.201545187287,17554.91384199877,0.0
50000,1,1,2,25,0,0,0,-2,-2,-2,50401,46275,0,0,0,0,5000,0,0,0,0,0,1.00802,0.9255,0.0,0.0,0.0,0.0,0.32225333333333334,0.10804970286331712,,,,,0.10804970286331712,0,0,0,2,50401,-401,24995.71268571206,2041.241452319315,0.0
130000,1,2,1,47,0,0,0,0,0,-2,109640,109699,91200,45400,0,0,8436,2270,0,0,0,0,0.8433846153846154,0.8438384615384615,0.7015384615384616,0.34923076923076923,0.0,0.0,0.4563320512820513,0.07690133911886161,0.024890350877192984,0.0,,,0.033930563332018195,0,0,0,2,109640,20360,51610.02147031783,3382.777655517233,0.0
20000,1,3,2,48,0,0,0,0,2,0,5861,6728,7739,8339,8061,8221,1119,1130,730,0,294,305,0.29305,0.3364,0.38695,0.41695,0.40305,0.41105,0.37457499999999994,0.16631985731272295,0.14601369686005944,0.08754047247871448,0.0,0.035762072740542515,0.08712721987840788,2,2,1,0,-2360,14139,987.6715547184701,470.6891401622377,0.0
170000,2,1,2,30,0,0,0,0,0,0,49341,49227,51798,53332,56303,59198,4000,4000,3000,4000,4000,4000,0.2902411764705882,0.28957058823529414,0.30469411764705884,0.31371764705882355,0.3311941176470588,0.3482235294117647,0.3129401960784313,0.08125622117943405,0.07722305880535928,0.05625140628515713,0.07104417171376304,0.06756985033278151,0.070668941663299,0,0,0,0,-9857,120659,3956.368305234823,408.24829046386304,0.0
360000,2,3,2,27,-2,-2,-2,-2,-2,-1,0,750,-2,468,-8,2496,750,2,470,0,2504,1153,0.0,0.0020833333333333333,-5.555555555555556e-06,0.0013,-2.2222222222222223e-05,0.006933333333333333,0.0017148148148148148,1.0,,1.0042735042735043,,1.0032051282051282,1.0024928774928774,-1,0,0,-1,-2496,360000,972.1116533951574,939.7221752553605,0.0
150000,1,2,1,36,-1,-1,-1,0,0,-1,6750,15227,17610,19467,3173,1534,15227,17610,10055,0,1534,0,0.045,0.10151333333333333,0.1174,0.12978,0.021153333333333333,0.010226666666666667,0.07084555555555556,1.0,1.0,0.5165151281656136,0.0,1.0,0.7033030256331227,0,0,0,0,5216,143250,7763.295470782151,7955.939885812781,0.0
20000,2,2,2,24,0,0,0,0,2,0,13168,13888,14900,15916,15519,15829,1237,1249,1265,0,568,1327,0.6584,0.6944,0.745,0.7958,0.77595,0.79145,0.7434999999999999,0.08906970046082949,0.0838255033557047,0.07947976878612717,0.0,0.03588350495925201,0.057651695512382674,2,2,1,0,-2661,6832,1122.2322397792714,540.5667396353572,0.0
50000,2,2,2,48,0,0,0,0,0,0,50099,17402,19111,20784,23428,25040,1291,2000,2000,3000,2000,2000,1.00198,0.34804,0.38222,0.41568,0.46856,0.5008,0.5195466666666667,0.07418687507183082,0.10465177123122808,0.0962278675904542,0.1280519037049684,0.07987220447284345,0.09659812441426499,0,0,0,0,25059,-99,12139.901839251694,545.6312857598984,0.0
500000,2,1,2,27,0,0,0,0,0,0,73798,74781,75559,76426,56197,42998,4794,5560,2426,3521,1641,913,0.147596,0.149562,0.151118,0.152852,0.112394,0.085996,0.13325299999999998,0.06410719300357043,0.0735848806892627,0.03174312406772564,0.06265459010267452,0.03816456579375785,0.05405087073139823,0,0,0,0,30800,426202,13862.370082348834,1814.032276449347,0.0
200000,2,1,1,39,-2,-2,-2,-2,-2,-2,5553,2294,359,0,353,342,2294,359,0,353,342,0,0.027765,0.01147,0.001795,0.0,0.001765,0.00171,0.0074175000000000005,1.0,1.0,,1.0,1.0,1.0,-2,0,0,0,5211,194447,2157.0380386075717,867.7218448327782,0.0
10000,1,2,1,59,0,0,0,0,0,0,6827,7849,8704,8877,9063,9318,1290,1145,318,329,406,186,0.6827,0.7849,0.8704,0.8877,0.9063,0.9318,0.8439666666666668,0.1643521467702892,0.13154871323529413,0.03582291314633322,0.036301445437493106,0.04357158188452458,0.08231936009478685,0,0,0,0,-2491,3173,934.9574678383326,476.27918983162243,0.0
190000,1,2,1,37,1,2,0,0,0,-2,49541,48458,46423,38493,0,0,0,1400,770,0,0,0,0.2607421052631579,0.2550421052631579,0.24433157894736843,0.20259473684210527,0.0,0.0,0.1604517543859649,0.0,0.030157465049652114,0.02000363702491362,,,0.01672036735818858,2,3,2,3,49541,140459,23928.970804584693,594.6567637441507,0.0
100000,1,2,1,27,-1,2,2,0,0,0,102349,96847,58824,29336,22979,-246,3166,0,1330,1398,12,50000,1.02349,0.96847,0.58824,0.29336,0.22979,-0.00246,0.5168149999999999,0.03269073900069181,0.0,0.04533678756476684,0.0608381565777449,,0.03471642078580089,2,4,2,-1,102595,-2349,41659.94091570462,19964.135500107855,0.0
30000,1,2,2,30,0,0,0,0,0,0,7038,8052,10153,9761,9960,4010,1291,2392,1000,199,80,949,0.2346,0.2684,0.3384333333333333,0.3253666666666667,0.332,0.13366666666666666,0.27207777777777775,0.16033283656234476,0.235595390524968,0.10244851961889151,0.01997991967871486,0.0199501246882793,0.1076613582146397,0,0,0,0,3028,22962,2377.741168980902,838.0485467242735,0.0
60000,2,1,2,23,0,0,0,0,0,2,13233,12772,14555,15803,19217,18768,1500,2000,1500,3700,0,900,0.22055,0.21286666666666668,0.24258333333333335,0.26338333333333336,0.3202833333333333,0.3128,0.2620777777777778,0.11744440964610084,0.13740982480247338,0.09491868632538125,0.19253785710568766,0.0,0.10846215557592864,2,2,1,-2,-5535,46767,2748.060018752623,1236.1229712289955,0.0
200000,2,3,1,46,-1,0,0,0,0,0,154875,140376,129962,124282,118956,121449,5216,8000,20000,15653,3793,10000,0.774375,0.70188,0.64981,0.62141,0.59478,0.607245,0.6582500000000001,0.037157348834558616,0.06155645496375864,0.1609243494633173,0.13158646894650122,0.03123121639535937,0.08449116772069902,0,0,0,-1,33426,45125,13695.827875670751,6264.006279264627,0.0
10000,1,2,2,21,0,0,-2,-2,-2,-2,9900,0,0,0,0,0,0,0,0,0,0,0,0.99,0.0,0.0,0.0,0.0,0.0,0.165,,,,,,,0,0,0,2,9900,100,4041.6580755922437,0.0,1.0
140000,1,1,1,34,2,2,2,2,0,0,104651,105162,104207,100326,102740,103444,5000,3600,0,4000,4000,3603,0.7475071428571428,0.7511571428571429,0.7443357142857143,0.7166142857142858,0.7338571428571429,0.7388857142857143,0.7387261904761906,0.04754569140944448,0.03454662354736246,0.0,0.038933229511387966,0.03866826495495147,0.031938761884629276,2,8,4,2,1207,35349,1743.8514462724934,1727.121352617316,1.0
310000,1,1,1,41,0,0,0,0,0,0,247202,233712,197450,194834,185943,183624,8213,8668,8247,6729,6639,6764,0.7974258064516129,0.7539096774193549,0.6369354838709678,0.6284967741935484,0.5998161290322581,0.5923354838709678,0.6681532258064516,0.035141541726569456,0.04389972144846797,0.04232834104930351,0.03618850938190736,0.03615540452228467,0.038742703625706594,0,0,0,0,63578,62798,26678.391598820195,927.0160013002293,0.0
500000,2,1,2,40,-2,-2,-2,-2,-2,-2,15929,18155,-131,10527,61751,2926,18222,0,10658,61751,2926,13609,0.031858,0.03631,-0.000262,0.021054,0.123502,0.005852,0.03638566666666667,1.003690443404021,,1.0124441911275768,1.0,1.0,1.0040336586328995,-2,0,0,0,13003,484071,22494.640805460014,22532.175571835047,0.0
320000,2,1,1,50,-1,-1,-1,-1,-2,-2,885,2116,11481,0,0,0,2116,11481,0,0,0,240,0.002765625,0.0066125,0.035878125,0.0,0.0,0.0,0.007542708333333333,1.0,1.0,,,,1.0,-1,0,0,1,885,319115,4519.276962819016,4570.295150935733,0.0
60000,1,2,2,38,0,0,0,0,-2,-2,57775,51280,16299,-41,-41,-41,2000,1043,0,0,0,17500,0.9629166666666666,0.8546666666666667,0.27165,-0.0006833333333333333,-0.0006833333333333333,-0.0006833333333333333,0.3478638888888889,0.0390015600624025,0.06399165592981164,,,,0.05149660799610707,0,0,0,2,57816,2225,26905.207335507876,6942.651378736128,1.0
70000,1,1,2,29,1,-1,-1,0,-1,2,10449,2343,14336,13155,3929,1953,6000,15000,4000,4000,0,1000,0.14927142857142858,0.03347142857142857,0.2048,0.18792857142857142,0.05612857142857143,0.0279,0.10991666666666668,2.560819462227913,1.0463169642857142,0.3040668947168377,1.0180707559175364,0.0,0.9858548154296003,2,3,2,-1,8496,59551,5608.854015453305,5366.563145999496,0.0
130000,2,2,2,33,0,0,0,0,0,0,127781,122319,107674,89780,90625,90492,4700,3500,3200,3200,3300,3100,0.9829307692307693,0.9409153846153846,0.8282615384615385,0.6906153846153846,0.6971153846153846,0.6960923076923077,0.8059884615384615,0.03842412053728366,0.032505525939409696,0.035642682111828916,0.03531034482758621,0.03646731202758255,0.035669997088738206,0,0,0,0,37289,2219,17172.936344725673,603.3241251599343,0.0
50000,1,1,2,38,-1,-1,-1,-1,-1,-1,390,390,390,390,390,5010,390,390,390,390,5010,390,0.0078,0.0078,0.0078,0.0078,0.0078,0.1002,0.0232,1.0,1.0,1.0,1.0,1.0,1.0,-1,0,0,0,-4620,49610,1886.1071019430472,1886.1071019430472,1.0
450000,1,1,2,38,-1,0,-1,-1,-1,-1,29747,53311,10920,8072,22809,12415,30323,10973,8112,22923,12476,6728,0.06610444444444444,0.11846888888888889,0.024266666666666666,0.017937777777777778,0.050686666666666665,0.02758888888888889,0.05084222222222221,0.56879443266868,1.0048534798534798,1.0049554013875124,1.004998027094568,1.0049134111961338,0.9177029504400748,0,0,0,0,17332,420253,17000.242198274707,9334.167202630702,0.0
80000,2,1,2,38,-2,-2,-2,-2,-2,-2,2431,29426,5288,1823,19879,1974,31386,5296,1823,19884,1974,9686,0.0303875,0.367825,0.0661,0.0227875,0.2484875,0.024675,0.1267104166666667,1.0666077618432679,1.0015128593040847,1.0,1.0002515217063233,1.0,1.013674428570735,-2,0,0,0,457,77569,11710.034046349596,11762.059928714301,0.0
50000,1,1,2,24,0,0,2,0,0,0,30011,35743,34435,30859,27429,24222,7000,416,3000,3000,3000,3000,0.60022,0.71486,0.6887,0.61718,0.54858,0.48444,0.6089966666666666,0.195842542595753,0.012080731813561783,0.0972163712369163,0.10937329104232746,0.12385434728758979,0.10767345679522966,2,2,1,0,5789,19989,4293.495099178135,2113.9006599175846,0.0
360000,2,1,2,38,0,0,0,0,0,0,53035,54125,55135,54645,54859,55112,3492,3452,1912,2000,2091,1929,0.14731944444444445,0.15034722222222222,0.15315277777777778,0.15179166666666666,0.1523861111111111,0.15308888888888889,0.15134768518518518,0.06451732101616628,0.06260995737734651,0.03498947753682862,0.03645709910862393,0.03794092030773697,0.047302955069340465,0,0,0,0,-2077,306965,801.6489048621389,771.6049939358005,0.0
200000,2,1,2,33,0,0,0,0,0,0,19572,28858,52512,71923,19923,-77,10000,25000,20400,0,0,77,0.09786,0.14429,0.26256,0.359615,0.099615,-0.000385,0.1605925,0.3465243606625546,0.4760816575258988,0.2836366669910877,0.0,,0.27656067129488526,0,0,0,0,19649,180428,25898.33595233485,11209.070798539311,0.0
280000,2,3,1,53,0,0,2,0,0,0,4405,7322,7043,8932,9654,10774,3000,0,2000,1000,2000,2000,0.015732142857142858,0.02615,0.025153571428571428,0.0319,0.03447857142857143,0.03847857142857143,0.02864880952380952,0.40972411909314393,0.0,0.2239140170174653,0.10358400662937642,0.18563207722294411,0.18457084399258594,2,2,1,0,-6369,275595,2262.571869945056,1032.7955589886446,0.0
400000,2,2,1,30,0,0,0,0,0,0,30667,31160,23054,8453,10387,9222,5034,2086,2025,5006,543,1711,0.0766675,0.0779,0.057635,0.0211325,0.0259675,0.023055,0.04705958333333333,0.1615532734274711,0.0904832133252364,0.23955991955518752,0.48194858958313275,0.058880936890045546,0.20648518655621467,0,0,0,0,21445,369333,10782.07270271661,1855.8867871361838,0.0
70000,2,1,2,29,0,0,2,2,2,2,40783,44205,44784,43763,46646,47724,4100,1600,0,3600,2000,1900,0.5826142857142858,0.6315,0.6397714285714285,0.6251857142857142,0.6663714285714286,0.6817714285714286,0.6378690476190476,0.09274968894921388,0.03572704537334762,0.0,0.07717703554431248,0.04190763557120107,0.04951228108761502,2,8,4,-2,-6941,29217,2424.455684615965,1476.48230602334,0.0
210000,2,2,2,33,0,0,0,-2,-2,-2,43047,9378,0,0,0,0,1000,0,0,0,0,0,0.2049857142857143,0.04465714285714286,0.0,0.0,0.0,0.0,0.04160714285714286,0.10663254425250586,,,,,0.10663254425250586,0,0,0,2,43047,166953,17221.658778991066,408.248290463863,0.0
210000,1,1,2,29,0,0,0,0,2,0,140619,144410,148555,156733,153230,155159,7000,9000,11550,0,5389,5338,0.6696142857142857,0.6876666666666666,0.7074047619047619,0.746347619047619,0.7296666666666667,0.7388523809523809,0.7132587301587301,0.048473097430925836,0.06058362222745784,0.07369220266312775,0.0,0.03473211350936781,0.043496207166175846,2,2,1,0,-14540,69381,6378.740993853463,3917.9061627353967,0.0
150000,1,1,1,28,0,0,0,0,0,0,145728,145240,148755,133414,101284,73255,5002,6009,3259,149,1866,0,0.97152,0.9682666666666667,0.9917,0.8894266666666667,0.6752266666666666,0.48836666666666667,0.8307511111111112,0.03443954833379234,0.04039528083089644,0.024427721228656663,0.0014711109355870621,0.025472663981980753,0.02524126506218265,0,0,0,0,72473,4272,30703.4086815563,2492.1123102032675,0.0
280000,1,1,2,34,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1,1,1,3,0,280000,0.0,0.0,0.0
80000,1,2,1,36,-1,-1,0,0,0,0,9097,31091,34651,26569,20082,25535,31091,20000,5000,10000,10000,0,0.1137125,0.3886375,0.4331375,0.3321125,0.251025,0.3191875,0.30630208333333336,1.0,0.5771839196559984,0.18818924310286425,0.49795837068021115,0.3916193459956922,0.5309901758869532,0,0,0,-1,-16438,70903,9039.990009212768,11195.328497487988,0.0
360000,2,1,1,28,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1,1,1,3,0,360000,0.0,0.0,0.0
160000,2,3,2,26,0,0,2,-1,-1,-1,19542,24035,17561,17094,4353,4906,10000,0,17098,4353,2500,0,0.1221375,0.15021875,0.10975625,0.1068375,0.02720625,0.0306625,0.09113645833333334,0.41605991262741837,0.0,1.0002340002340002,1.0,0.509580105992662,0.5851748037708161,2,2,1,1,14636,140458,8092.006065659285,6714.588289686866,0.0
180000,1,2,2,32,1,2,2,0,0,0,172842,177065,163930,136145,133843,134352,8500,0,7000,5000,8000,5000,0.9602333333333334,0.9836944444444444,0.9107222222222222,0.7563611111111112,0.7435722222222222,0.7464,0.8501638888888889,0.048004969926298255,0.0,0.051415769951155016,0.037357202094991895,0.05954507562224604,0.03926460351893824,2,5,3,1,38490,7158,20450.518064342526,3105.1033262464334,1.0
110000,1,2,1,48,0,0,0,0,0,0,107767,108561,108895,78194,76385,76858,5700,5000,2700,2901,3000,3000,0.9797,0.9869181818181818,0.9899545454545454,0.7108545454545454,0.6944090909090909,0.698709090909091,0.8434242424242425,0.052505043247575094,0.04591579044033243,0.034529503542471286,0.037978660731819075,0.039033021936558325,0.04199240397975124,0,0,0,0,30909,2233,17137.09889878292,1288.9298532762232,0.0
290000,1,1,3,55,0,0,2,0,0,0,7970,10320,10005,10838,11663,13301,2482,0,1000,1000,2000,2000,0.027482758620689655,0.035586206896551724,0.0345,0.03737241379310345,0.04021724137931035,0.04586551724137931,0.03683735632183908,0.24050387596899225,0.0,0.09226794611551947,0.08574123295892995,0.1503646342380272,0.11377553785629377,2,2,1,0,-5331,282030,1777.0858636167995,913.1925682278994,1.0
50000,1,2,2,26,-1,-1,-1,-1,-1,-1,1530,750,1140,1530,750,1140,750,1140,1530,750,1140,1530,0.0306,0.015,0.0228,0.0306,0.015,0.0228,0.0228,1.0,1.0,1.0,1.0,1.0,1.0,-1,0,0,0,390,48470,348.82660448996717,348.82660448996717,0.0
20000,1,2,2,27,0,0,0,0,0,0,19812,17678,19068,19642,27988,1280,1291,1681,1255,672,52,0,0.9906,0.8839,0.9534,0.9821,1.3994,0.064,0.8789000000000001,0.07302862314741487,0.0881581707572897,0.06389369717951329,0.024010290124339,0.040625,0.05794315624171138,0,0,0,0,18532,188,8780.362817104997,698.047968743314,0.0
50000,2,3,1,48,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,390,390,0,0.0078,0.0078,0.0078,0.0078,0.0078,0.0078,0.0078000000000000005,1.0,1.0,1.0,1.0,1.0,1.0,-1,0,0,0,0,49610,0.0,159.21683328090657,1.0
360000,1,2,1,49,1,2,-1,-1,0,-1,3295,1645,1656,1866,1473,1080,0,1656,1866,1080,1080,0,0.009152777777777777,0.0045694444444444446,0.0046,0.005183333333333333,0.004091666666666667,0.003,0.005099537037037037,0.0,1.0,1.0,0.7331975560081466,1.0,0.7466395112016293,2,3,2,2,2215,356705,761.8092718434625,797.024215441413,0.0
190000,1,1,1,50,2,2,2,2,2,2,36137,37143,38051,38827,39488,40208,1900,1800,1700,1600,1500,1600,0.19019473684210525,0.19548947368421052,0.20026842105263157,0.20435263157894737,0.20783157894736842,0.21162105263157896,0.20162631578947365,0.051153649409040734,0.04730493285327587,0.043783964766786,0.04051863857374392,0.03730600875447672,0.04401343887146465,2,12,6,0,-4071,153863,1510.5144818901936,147.19601443879745,1.0
50000,1,2,2,30,0,0,0,0,0,0,22459,48535,49350,26499,21071,18713,26499,2248,1332,544,713,3703,0.44918,0.9707,0.987,0.52998,0.42142,0.37426,0.62209,0.5459771299062532,0.045552178318135766,0.05026604777538775,0.025817474253713633,0.03810185432586972,0.14114293691587204,0,0,0,0,3746,27541,14049.172897363032,10187.436604301725,0.0
140000,2,2,1,34,0,0,2,0,0,0,121374,125965,102527,103337,105942,101830,8200,3000,4000,4500,4000,4200,0.8669571428571429,0.89975,0.7323357142857143,0.7381214285714286,0.7567285714285714,0.7273571428571428,0.7868750000000001,0.06509744770372723,0.029260585016629766,0.03870830389889391,0.04247607181287875,0.03928115486595306,0.042964712659616544,2,2,1,0,19544,18626,10654.09053368705,1810.8009277664953,0.0
280000,1,1,1,31,0,0,0,0,0,0,235461,196894,168463,149816,128721,130406,8900,8100,7200,5000,5000,4700,0.8409321428571429,0.7031928571428572,0.6016535714285715,0.5350571428571429,0.4597178571428571,0.4657357142857143,0.6010482142857142,0.045201986855871686,0.04808177463300547,0.04805895231483954,0.038843700717054716,0.038341794089229025,0.04370564172200008,0,0,0,0,105055,44539,41646.97781472264,1819.2489292745693,0.0
10000,1,1,2,22,0,0,0,0,0,3,4060,2774,3764,4001,5134,4762,1300,1200,300,1200,0,0,0.406,0.2774,0.3764,0.4001,0.5134,0.4762,0.40825,0.4686373467916366,0.3188097768331562,0.07498125468632842,0.2337358784573432,0.0,0.2192328513536929,3,3,1,-3,-702,5940,823.1810857885401,631.4005596027506,0.0
80000,1,2,1,31,0,0,0,0,0,0,47464,49665,50538,53314,27962,27873,3000,2000,29000,2004,2000,2000,0.5933,0.6208125,0.631725,0.666425,0.349525,0.3484125,0.5350333333333334,0.06040471156750227,0.03957418180379121,0.5439471808530593,0.07166869322652171,0.0717540271947763,0.15746975892913015,0,0,0,0,19591,32536,11681.468155444618,10948.022774303434,1.0
300000,2,1,1,47,-1,-1,-1,-1,-1,-1,514,2392,148,148,148,0,2392,148,148,148,0,747,0.0017133333333333334,0.007973333333333334,0.0004933333333333334,0.0004933333333333334,0.0004933333333333334,0.0,0.0018611111111111113,1.0,1.0,1.0,1.0,,1.0,-1,0,0,0,514,299486,914.4567057366176,917.140865225548,1.0
150000,2,2,2,24,1,-2,-1,-1,-1,-1,0,0,3230,1085,10000,0,0,3230,1085,10000,0,0,0.0,0.0,0.021533333333333335,0.007233333333333333,0.06666666666666667,0.0,0.015905555555555558,,1.0,1.0,1.0,,1.0,1,1,1,2,0,150000,3935.909572978864,3935.909572978864,0.0
120000,2,2,1,25,0,0,0,-2,-2,-2,26476,21393,0,0,0,0,6000,0,0,0,0,0,0.22063333333333332,0.178275,0.0,0.0,0.0,0.0,0.06648472222222222,0.28046557285093254,,,,,0.28046557285093254,0,0,0,2,26476,93524,12463.804915300412,2449.489742783178,0.0
50000,1,1,2,24,-1,-1,-1,-1,-1,-1,236,4324,1861,0,1780,2581,4324,1861,0,1780,2581,2140,0.00472,0.08648,0.03722,0.0,0.0356,0.05162,0.03594,1.0,1.0,,1.0,1.0,1.0,-1,0,0,0,-2345,49764,1591.89823795367,1396.2396164937688,0.0
150000,2,2,1,40,0,-1,-1,-1,0,0,6369,5215,4090,51893,52033,51188,5215,4090,51893,2000,3000,2202,0.04246,0.03476666666666667,0.027266666666666668,0.34595333333333333,0.3468866666666667,0.34125333333333335,0.18976444444444443,1.0,1.0,1.0,0.03843714565756347,0.05860748612956162,0.6194089263574251,0,0,0,0,-44819,143631,25469.954367188544,19874.086534983187,0.0
